Date,Associate,Calls,Talk Time,Hold Time,Followup Time
4/5/2015,Matt,49,497.6458663,165.1456899,97.53705776
4/6/2015,Matt,59,613.1897493,164.3689276,79.01711781
4/7/2015,Matt,58,577.5805904,146.7398075,69.91933946
4/8/2015,Matt,49,556.9197543,159.8909273,88.53394863
4/9/2015,Matt,53,540.0006369,154.2116738,58.73849222
4/10/2015,Matt,52,465.4888816,143.9324396,95.90783345
4/11/2015,Matt,52,570.3621221,156.6400384,99.14871306
4/12/2015,Matt,57,591.5953212,126.5055933,59.11413986
4/13/2015,Matt,56,447.6051634,166.1136289,96.28520599
4/14/2015,Matt,57,561.2497871,154.6938788,81.05437228
4/15/2015,Matt,61,570.4482507,166.2681218,84.43871212
4/16/2015,Matt,56,492.0234887,155.0793407,95.84492117
4/17/2015,Matt,53,476.5883714,144.2421487,72.98135625
4/18/2015,Matt,52,502.4519339,129.7051934,72.95274159
4/19/2015,Matt,49,593.4562564,147.0247946,90.11294603
4/20/2015,Matt,60,470.0700063,177.1310653,86.17848302
4/21/2015,Matt,48,628.928272,157.469258,69.35028797
4/22/2015,Matt,51,516.2080791,168.8278036,88.68287132
4/23/2015,Matt,52,541.341301,145.0117564,68.9409489
4/24/2015,Matt,51,590.450144,129.6633177,79.43856405
4/25/2015,Matt,53,506.3613351,143.6121195,64.39614176
4/26/2015,Matt,46,565.2820387,137.2362041,96.29507381
4/27/2015,Matt,48,552.9394258,159.8414142,89.56632548
4/28/2015,Matt,53,531.0404413,159.5356661,82.67812834
4/29/2015,Matt,56,523.0670453,168.7324453,87.15047263
4/30/2015,Matt,47,550.7887704,150.0618064,95.78661792
5/1/2015,Matt,51,533.4028719,151.7805264,72.12976152
5/2/2015,Matt,55,627.0247107,146.7786986,84.77961046
5/3/2015,Matt,53,500.7444381,144.6154479,81.18314715
5/4/2015,Matt,53,490.7104921,168.8090623,80.47283038
5/5/2015,Matt,57,561.418348,149.9408388,90.66202487
5/6/2015,Matt,52,551.8884337,155.3988166,82.35204005
5/7/2015,Matt,50,540.0804893,160.4424873,92.56571992
5/8/2015,Matt,49,580.5082895,191.8032853,73.69106782
5/9/2015,Matt,55,614.3726236,145.0969033,72.3628856
5/10/2015,Matt,51,521.3373614,175.073666,101.4316839
5/11/2015,Matt,57,499.8567048,175.1228052,78.10067777
5/12/2015,Matt,54,561.8650562,127.9992203,95.14188249
5/13/2015,Matt,51,491.702597,155.0904157,104.5862872
5/14/2015,Matt,58,519.5943041,141.9811868,91.77477734
5/15/2015,Matt,57,518.6623076,161.6615647,75.62906804
5/16/2015,Matt,48,491.2618038,149.6623565,72.37225617
5/17/2015,Matt,59,453.2894585,166.8330834,77.09993128
5/18/2015,Matt,54,519.1824054,173.8086692,85.62409322
5/19/2015,Matt,53,521.8209831,146.2620208,99.23179341
5/20/2015,Matt,54,531.4268259,151.6610984,81.47574462
5/21/2015,Matt,53,587.9797186,116.7810027,73.99939793
5/22/2015,Matt,56,612.2440566,179.8976496,89.51635505
5/23/2015,Matt,51,537.9849349,147.8552131,89.46126123
5/24/2015,Matt,56,616.5411279,156.1353751,56.78432302
5/25/2015,Matt,54,542.7481022,147.3985889,73.3172367
5/26/2015,Matt,53,496.8594013,163.9005616,78.03080373
5/27/2015,Matt,60,625.7188029,144.7959498,93.27358928
5/28/2015,Matt,54,590.6245757,170.1499673,77.92644117
5/29/2015,Matt,57,574.0167825,133.4427808,91.81383275
5/30/2015,Matt,52,544.1582007,144.2214719,69.49285612
5/31/2015,Matt,56,499.9570534,174.2428539,62.89648421
6/1/2015,Matt,61,516.2948783,152.8225139,76.85821057
6/2/2015,Matt,60,541.4941889,171.6708724,78.69561698
6/3/2015,Matt,51,569.9349181,148.4053721,89.41808839
6/4/2015,Matt,47,555.6429243,166.1255695,76.04033935
6/5/2015,Matt,52,512.6042269,127.1078609,81.52919401
6/6/2015,Matt,56,563.4564476,149.2238321,47.74023117
6/7/2015,Matt,53,535.0653636,140.6443375,79.01099271
6/8/2015,Matt,53,489.0825308,197.5070602,79.99642855
6/9/2015,Matt,52,470.2648433,142.6690434,100.4567087
6/10/2015,Matt,50,611.2795771,147.3420983,79.28767584
6/11/2015,Matt,48,540.5617563,158.3008837,84.60126233
6/12/2015,Matt,55,516.0182573,162.1919079,78.36584873
6/13/2015,Matt,49,506.8554474,130.7875897,83.04719442
6/14/2015,Matt,55,560.1942032,172.2383447,100.895719
6/15/2015,Matt,59,440.5344332,115.871025,84.1050113
6/16/2015,Matt,50,492.2095495,147.2082538,58.56314155
6/17/2015,Matt,56,571.7975104,130.1283037,82.10578865
6/18/2015,Matt,48,531.4767058,139.340193,85.23907935
6/19/2015,Matt,53,560.3881272,150.8501569,70.90046411
6/20/2015,Matt,56,529.275065,149.7285168,72.59279635
6/21/2015,Matt,55,546.8724408,130.789195,75.95752279
6/22/2015,Matt,52,525.5040985,149.1531015,93.4572164
6/23/2015,Matt,46,389.82767,140.6746445,81.27374575
6/24/2015,Matt,54,417.7390441,157.2747918,76.08086802
6/25/2015,Matt,55,554.3757908,154.1550695,67.9581328
6/26/2015,Matt,54,648.575702,155.7908376,90.6972249
6/27/2015,Matt,55,576.1834533,170.8443412,70.65841684
6/28/2015,Matt,61,589.7037456,148.479899,61.99411737
6/29/2015,Matt,48,565.210531,149.6886423,69.71110639
6/30/2015,Matt,56,506.3799739,152.5457417,75.18401954
7/1/2015,Matt,52,600.6564719,141.4912192,72.27370354
7/2/2015,Matt,46,488.9969681,141.3030629,67.35451448
7/3/2015,Matt,53,456.5501582,145.4516592,98.70481633
7/4/2015,Matt,62,502.6457,159.2004639,73.34018123
7/5/2015,Matt,51,562.5806465,158.8223175,76.45524562
7/6/2015,Matt,52,568.1577817,157.9376473,93.31943063
7/7/2015,Matt,53,577.8324511,139.9556477,64.01648027
7/8/2015,Matt,59,485.5649263,160.5835278,94.20657282
7/9/2015,Matt,49,581.3796176,144.2093059,64.77113079
7/10/2015,Matt,51,547.9623145,122.9071383,98.87156944
7/11/2015,Matt,46,538.3691671,152.2730517,82.06688079
7/12/2015,Matt,49,510.7785165,165.6992697,73.26234785
7/13/2015,Matt,53,513.4619489,115.6150031,87.72488298
7/14/2015,Matt,54,509.5591133,156.6568444,88.64685436
7/15/2015,Matt,50,426.6673604,142.0352988,69.57644378
7/16/2015,Matt,59,430.4967414,167.5545783,74.20514531
7/17/2015,Matt,45,527.4225749,172.2525128,81.44112317
7/18/2015,Matt,52,507.0055733,123.4855804,74.77220677
7/19/2015,Matt,44,603.8447799,169.4822926,73.20760956
7/20/2015,Matt,50,560.8103353,150.446208,86.42699997
7/21/2015,Matt,60,488.1002512,155.5251589,66.73945337
7/22/2015,Matt,58,558.4164202,149.2877864,83.62102748
7/23/2015,Matt,56,607.3812926,166.5147688,82.43673223
7/24/2015,Matt,52,568.5085479,153.9338407,83.65175509
7/25/2015,Matt,55,467.4308467,149.9935768,86.39022243
7/26/2015,Matt,56,510.6440526,169.7786956,77.08477438
7/27/2015,Matt,53,515.0902285,135.284173,61.29538876
7/28/2015,Matt,60,636.5964353,146.6019768,81.11693036
7/29/2015,Matt,55,613.3826716,148.3100873,94.4202125
7/30/2015,Matt,58,575.0916021,185.5207502,66.48843178
7/31/2015,Matt,56,531.2800781,160.8057906,83.97768716
8/1/2015,Matt,52,550.278268,145.2448404,73.31044141
8/2/2015,Matt,56,543.8277102,150.7110224,80.35363432
8/3/2015,Matt,53,631.8647401,158.7829464,78.6930138
8/4/2015,Matt,57,537.1223499,182.5305211,132.1900364
8/5/2015,Matt,57,582.0252256,165.9427972,80.95726275
8/6/2015,Matt,57,493.9515185,160.4169471,95.21987812
8/7/2015,Matt,52,481.9237595,143.3710944,82.71865723
8/8/2015,Matt,50,522.2104652,148.2382742,80.3900752
8/9/2015,Matt,49,581.1971539,156.4837072,78.08482506
8/10/2015,Matt,56,471.2940664,173.6051934,86.84018775
8/11/2015,Matt,54,584.3722642,180.090663,99.223579
8/12/2015,Matt,55,585.0579801,163.5051929,88.19766602
8/13/2015,Matt,53,506.7508549,146.5388643,79.62774275
8/14/2015,Matt,56,470.7879463,161.3322584,77.96583235
8/15/2015,Matt,55,494.5150315,156.3432442,67.45606763
8/16/2015,Matt,54,519.0758091,154.1390384,78.81664292
8/17/2015,Matt,57,491.1206071,151.7047769,82.67741923
8/18/2015,Matt,56,434.3918058,148.3850602,57.604937
8/19/2015,Matt,50,506.4734945,126.0914132,81.00510495
8/20/2015,Matt,47,572.3027724,151.0385141,82.08028222
8/21/2015,Matt,63,538.0225532,141.7256527,71.58966375
8/22/2015,Matt,47,506.9105539,163.3577905,73.20791396
8/23/2015,Matt,55,582.0003787,176.1264347,88.96364279
8/24/2015,Matt,57,603.5681533,183.6068568,88.84196585
8/25/2015,Matt,58,467.0781765,143.5949725,71.37261781
8/26/2015,Matt,54,599.4191056,138.6078252,85.48962592
8/27/2015,Matt,50,523.0526312,158.081975,71.26864198
8/28/2015,Matt,58,573.4513166,165.118688,65.2173101
8/29/2015,Matt,54,522.5049518,115.3160628,94.29986798
8/30/2015,Matt,57,464.3458778,150.2488364,88.1531272
8/31/2015,Matt,54,627.5827952,131.311914,62.88056654
9/1/2015,Matt,60,541.5186426,141.4609987,69.69666103
9/2/2015,Matt,53,496.2326333,164.5534148,81.95291051
9/3/2015,Matt,59,636.3785492,136.1553691,70.19585905
9/4/2015,Matt,52,544.0332854,141.896245,86.20821701
9/5/2015,Matt,56,592.9991053,168.1214328,72.42202219
9/6/2015,Matt,58,499.766645,147.7403692,84.9577918
9/7/2015,Matt,50,533.4162198,158.9067538,79.28018292
9/8/2015,Matt,53,535.7783304,180.5978081,95.19446991
9/9/2015,Matt,53,596.8956678,135.9625961,74.54436377
9/10/2015,Matt,52,453.0311971,173.8993676,78.10485785
9/11/2015,Matt,51,560.6163087,142.7660991,70.43680363
9/12/2015,Matt,51,601.7905202,145.8779726,76.40600105
9/13/2015,Matt,56,499.7471395,144.819154,99.49338895
9/14/2015,Matt,54,543.2438339,162.4259833,86.02582984
9/15/2015,Matt,59,561.3606303,151.7816822,76.93543466
9/16/2015,Matt,57,564.1434671,163.8950192,92.07598564
9/17/2015,Matt,59,523.9217068,155.0563911,76.00856356
9/18/2015,Matt,54,486.0960345,164.4708627,70.40669146
9/19/2015,Matt,46,460.2096382,162.2767082,83.71977796
9/20/2015,Matt,55,494.5694625,155.1094192,89.41522011
9/21/2015,Matt,54,568.6361639,149.0214422,69.56643658
9/22/2015,Matt,54,570.221713,158.6149824,81.70275463
9/23/2015,Matt,56,572.6533032,142.002067,68.34267137
9/24/2015,Matt,55,565.840822,136.8449694,85.34293967
9/25/2015,Matt,52,373.2094937,159.018278,61.98525775
9/26/2015,Matt,58,470.1031531,178.5864149,90.06185582
9/27/2015,Matt,53,609.0889484,147.2967097,86.09909596
9/28/2015,Matt,49,520.1312119,150.6133377,67.9316612
9/29/2015,Matt,56,491.386149,144.6514237,50.92545608
9/30/2015,Matt,56,590.8107845,129.1637579,74.23187104
10/1/2015,Matt,55,568.6581569,141.0949257,78.43601296
10/2/2015,Matt,52,524.3119971,134.6543022,80.72500207
10/3/2015,Matt,53,458.1970851,122.9986938,71.58939634
10/4/2015,Matt,49,565.5929048,121.7426616,86.23308406
10/5/2015,Matt,52,508.3078793,159.0281558,83.74856447
10/6/2015,Matt,60,639.3261251,150.7730638,74.71056654
10/7/2015,Matt,60,583.2364803,152.0455737,71.51400128
10/8/2015,Matt,55,502.5897512,132.8146671,68.70491008
10/9/2015,Matt,50,559.9102432,125.353264,91.30199341
10/10/2015,Matt,60,525.1253419,181.4469579,104.3085132
10/11/2015,Matt,57,493.2188916,171.1583225,84.50487694
10/12/2015,Matt,49,560.0458776,160.6924612,85.35220888
10/13/2015,Matt,54,526.8619557,184.0860521,92.48335378
10/14/2015,Matt,51,533.7665105,177.4730511,72.1317305
10/15/2015,Matt,47,589.2955815,178.5286096,83.28487753
10/16/2015,Matt,60,568.366924,148.5256844,91.55577911
10/17/2015,Matt,50,604.2612004,137.3770042,74.00557616
10/18/2015,Matt,58,493.6117193,151.5326632,76.36842953
10/19/2015,Matt,51,576.1251789,175.6363581,84.57837874
10/20/2015,Matt,55,494.4239324,141.0113202,88.60625722
10/21/2015,Matt,56,440.1327387,152.7045275,89.74557152
10/22/2015,Matt,56,583.0194231,143.929141,77.63133272
10/23/2015,Matt,46,581.7839747,186.0226737,75.65646701
10/24/2015,Matt,60,591.3204001,162.0657684,79.59943424
10/25/2015,Matt,48,533.5594945,170.8816418,85.09141577
10/26/2015,Matt,56,512.418354,156.0810272,66.29060203
10/27/2015,Matt,53,554.2441928,169.2062319,89.35058156
10/28/2015,Matt,53,505.0579664,158.9897108,92.75327773
10/29/2015,Matt,48,617.9492223,148.9887733,81.31928955
10/30/2015,Matt,59,507.2114501,157.7442819,72.12244788
10/31/2015,Matt,49,508.576049,149.4877342,95.81467645
11/1/2015,Matt,54,533.4005198,147.0062975,70.38874647
11/2/2015,Matt,49,559.2053653,153.2645512,79.7826214
11/3/2015,Matt,55,550.9751535,171.3194394,81.31370415
11/4/2015,Matt,54,562.3321112,155.582936,79.95521265
11/5/2015,Matt,57,543.1626315,135.0861252,97.62313738
11/6/2015,Matt,56,464.8856303,137.7245854,86.26396786
11/7/2015,Matt,54,524.4343496,140.730351,81.40293662
11/8/2015,Matt,52,583.6694843,151.0984665,78.55841562
11/9/2015,Matt,53,540.1211619,185.1949088,58.67721166
11/10/2015,Matt,53,476.9123772,163.3303308,86.18112544
11/11/2015,Matt,53,611.2273403,159.375283,78.42130674
11/12/2015,Matt,50,531.4255784,153.6878979,66.90780515
11/13/2015,Matt,51,500.4056296,171.7514937,100.551218
11/14/2015,Matt,51,527.9264772,169.4565325,82.2988555
11/15/2015,Matt,52,660.5510995,147.1970554,75.2321395
11/16/2015,Matt,60,543.3368961,146.2383485,74.22174369
11/17/2015,Matt,53,571.0624915,164.6320025,75.25347276
11/18/2015,Matt,58,430.3810066,144.2974355,70.23156502
11/19/2015,Matt,56,504.1048717,184.8378145,82.00430135
11/20/2015,Matt,53,571.3997826,166.4485765,83.61148387
11/21/2015,Matt,59,526.9032529,165.8005345,77.54311715
11/22/2015,Matt,54,519.6831687,180.0257562,92.28212594
11/23/2015,Matt,52,477.2326465,147.4246054,74.01412933
11/24/2015,Matt,53,452.9808293,158.5888011,82.4351712
11/25/2015,Matt,51,474.0984207,158.073314,94.39750751
11/26/2015,Matt,50,495.1903886,162.3204872,86.91509662
11/27/2015,Matt,48,553.6208195,161.483089,60.19424237
11/28/2015,Matt,51,619.819048,129.8187408,107.3223602
11/29/2015,Matt,64,635.6607298,125.6668374,85.11556087
11/30/2015,Matt,48,535.2505322,121.6741721,80.63010517
12/1/2015,Matt,55,479.7391325,157.835061,91.37503862
12/2/2015,Matt,55,601.755554,149.7285624,92.1878864
12/3/2015,Matt,49,557.922445,139.734346,81.01734795
12/4/2015,Matt,56,593.0305286,147.0143811,81.11941997
12/5/2015,Matt,56,515.6184621,162.238974,81.83639199
12/6/2015,Matt,55,476.9577819,158.9141789,98.00144828
12/7/2015,Matt,60,502.3922311,152.1181776,92.07409283
12/8/2015,Matt,48,579.2731333,157.3773507,68.19256552
12/9/2015,Matt,58,507.3052418,156.4061862,73.74030035
12/10/2015,Matt,50,543.1202305,147.7234381,85.21504991
12/11/2015,Matt,51,487.4062505,162.4516759,77.5905893
12/12/2015,Matt,55,494.0683356,162.0377419,89.2032697
12/13/2015,Matt,50,591.6417535,151.9348929,84.51948832
12/14/2015,Matt,53,551.4853254,141.3804859,74.44969276
12/15/2015,Matt,54,558.0426439,199.9152782,82.41491818
12/16/2015,Matt,56,514.1448518,127.6230314,97.32516915
12/17/2015,Matt,51,610.7805121,156.4783815,89.02625694
12/18/2015,Matt,44,555.6699208,161.0205513,99.90492243
12/19/2015,Matt,51,586.1191609,182.4465661,86.44831653
12/20/2015,Matt,55,572.8108929,174.7347007,85.46834053
12/21/2015,Matt,53,512.4620307,186.1452367,80.01418445
12/22/2015,Matt,48,489.8718103,164.7859534,103.3304926
12/23/2015,Matt,49,434.4237884,171.9480991,87.52129491
12/24/2015,Matt,53,582.0838439,151.8339767,66.85136258
12/25/2015,Matt,55,465.4838344,170.18759,71.3878593
12/26/2015,Matt,48,469.6337572,97.46741961,97.34621796
12/27/2015,Matt,51,512.0571887,178.8369023,85.88556163
12/28/2015,Matt,55,551.3734421,166.2303229,96.8298625
12/29/2015,Matt,58,603.95696,135.3248027,82.30900156
12/30/2015,Matt,48,624.428013,169.7934022,71.01189329
12/31/2015,Matt,54,551.5616485,170.1967229,83.24991156
1/1/2015,Richard,44,547.5665316,169.9622345,73.67725251
1/2/2015,Richard,42,512.8292142,175.5422835,93.91432055
1/3/2015,Richard,44,494.8441548,177.1886641,69.65073913
1/4/2015,Richard,44,569.2512431,170.4306985,100.8053835
1/5/2015,Richard,46,530.2699119,160.0458891,106.6555071
1/6/2015,Richard,40,533.6262052,162.6412428,84.19093724
1/7/2015,Richard,38,462.8516084,129.6773134,82.83017769
1/8/2015,Richard,47,576.6139213,167.4722861,69.35322643
1/9/2015,Richard,41,578.4830742,148.2389041,65.75374501
1/10/2015,Richard,47,498.9131566,192.7042392,80.43291339
1/11/2015,Richard,46,534.1437451,126.0211956,95.19813925
1/12/2015,Richard,43,576.3086386,172.6912386,77.4109628
1/13/2015,Richard,46,578.3541347,155.9678336,83.39712691
1/14/2015,Richard,42,516.0205314,156.0439508,101.6565246
1/15/2015,Richard,52,553.9765252,134.4810509,76.45169977
1/16/2015,Richard,46,559.36565,152.8771781,80.73241402
1/17/2015,Richard,43,529.6741105,127.647091,81.32977582
1/18/2015,Richard,44,523.7176187,154.2152212,76.38383995
1/19/2015,Richard,49,533.9532427,155.8581908,64.24290137
1/20/2015,Richard,38,591.9671501,153.9091406,80.11220019
1/21/2015,Richard,32,533.6238473,117.9701081,85.42317701
1/22/2015,Richard,43,530.6457223,130.7234521,80.34173312
1/23/2015,Richard,52,462.3313792,174.8889227,76.66270095
1/24/2015,Richard,42,547.3398836,155.0603723,88.1052204
1/25/2015,Richard,46,582.1278938,151.7705059,64.79487729
1/26/2015,Richard,45,570.6895201,138.0847134,74.63960323
1/27/2015,Richard,44,564.3590485,167.7344266,63.78899715
1/28/2015,Richard,47,588.7414881,173.4421795,105.6955054
1/29/2015,Richard,41,530.1424678,171.3485487,86.19297362
1/30/2015,Richard,42,525.2851619,162.966541,81.9052756
1/31/2015,Richard,42,511.3240198,134.6080432,66.56169399
2/1/2015,Richard,47,525.3247861,161.0848314,81.33412207
2/2/2015,Richard,40,504.4667853,147.3916179,81.66682373
2/3/2015,Richard,41,505.9510239,164.9982978,78.05908083
2/4/2015,Richard,37,401.768043,139.5564386,82.86977528
2/5/2015,Richard,44,532.2467827,154.7280499,85.67094607
2/6/2015,Richard,49,624.329951,136.0982709,73.28725592
2/7/2015,Richard,46,575.354045,168.761894,59.61778956
2/8/2015,Richard,40,555.8728328,151.1014303,80.534831
2/9/2015,Richard,49,569.802911,160.8319729,91.64801665
2/10/2015,Richard,41,560.9640596,131.0081121,78.25541128
2/11/2015,Richard,44,539.5034519,172.0126557,69.21822799
2/12/2015,Richard,45,565.7607547,162.9475644,104.7853516
2/13/2015,Richard,43,508.6760938,136.6518323,88.21368514
2/14/2015,Richard,39,585.8831823,154.5038463,76.17366562
2/15/2015,Richard,41,512.8814618,126.2367156,81.8490178
2/16/2015,Richard,40,597.826563,156.5676876,74.59577247
2/17/2015,Richard,43,616.8138489,154.2807815,52.95145832
2/18/2015,Richard,45,542.4704823,160.7156261,75.32396033
2/19/2015,Richard,44,552.511105,146.9162539,100.1800108
2/20/2015,Richard,42,541.3656586,151.3267238,91.75014389
2/21/2015,Richard,47,525.9401929,153.4664426,78.63026379
2/22/2015,Richard,37,581.7592298,167.0998653,82.79200958
2/23/2015,Richard,42,536.4730472,155.4810597,97.42835369
2/24/2015,Richard,44,617.5723454,164.0125206,76.83882408
2/25/2015,Richard,38,511.6725655,159.9840049,90.64616051
2/26/2015,Richard,46,511.4045758,141.6815488,85.54628661
2/27/2015,Richard,42,547.9608887,156.772835,78.77398962
2/28/2015,Richard,38,572.9877239,157.7210587,83.0781036
3/1/2015,Richard,46,359.7360177,173.2545547,68.7991285
3/2/2015,Richard,46,566.6695531,161.4370632,71.29615036
3/3/2015,Richard,45,536.0375467,133.1191419,69.42499012
3/4/2015,Richard,43,502.2604651,148.0357503,101.4902516
3/5/2015,Richard,42,597.6460149,152.2128581,84.52962097
3/6/2015,Richard,49,474.131878,157.7795881,81.03203895
3/7/2015,Richard,55,542.7284494,156.8188989,114.0427974
3/8/2015,Richard,46,505.5714948,147.2546756,62.2375989
3/9/2015,Richard,52,509.9974993,153.3941072,66.05657459
3/10/2015,Richard,34,528.613367,143.5718406,52.24264848
3/11/2015,Richard,44,553.0394999,128.6434824,88.18881611
3/12/2015,Richard,42,547.5331597,139.0272005,68.71487543
3/13/2015,Richard,43,526.6509995,145.3861149,62.42636719
3/14/2015,Richard,41,558.9555259,180.3799419,67.40559632
3/15/2015,Richard,42,550.861196,164.376295,79.45308392
3/16/2015,Richard,45,526.8520876,143.4109113,75.20912502
3/17/2015,Richard,49,575.5025613,128.1157893,71.7618281
3/18/2015,Richard,48,521.3584266,167.5689141,80.06542971
3/19/2015,Richard,48,533.7477603,138.1780766,92.4964756
3/20/2015,Richard,45,558.9858104,170.6008369,76.69779787
3/21/2015,Richard,42,473.5304281,150.4392843,79.22790164
3/22/2015,Richard,46,554.8437825,159.3227081,85.02264524
3/23/2015,Richard,43,555.8124866,150.9224536,86.23318894
3/24/2015,Richard,41,551.7454543,118.2462957,83.46191897
3/25/2015,Richard,44,447.3255889,144.3583014,77.75643112
3/26/2015,Richard,48,475.8344379,158.4417977,82.54866735
3/27/2015,Richard,36,464.3216105,174.8983136,72.97571862
3/28/2015,Richard,48,555.1855506,157.3954708,67.19938123
